Codigo;Categoria;Producto;Fabricante;Nro. de Parte;Moneda;Precio sin IVA;%IVA;Imp. Int.;Precio Final U$D;Stock
0407841;Consumibles /Cartuchos;T296420-CART.AMARILLO (XP-231) (2020);Epson;T296420;US$;12.69;10.5;0;14.02;Stock Bajo
0415887;Consumibles /Consumibles HP;Botella de Tinta HP GT52 70ml Amarillo (M0H56AL) (2562);HP;M0H56AL;US$;8.5;21;0;10.29;
0415885;Consumibles /Consumibles HP;Botella de Tinta HP GT52 70ml Cyan (M0H54AL) (2524);HP;M0H54AL;US$;8.5;21;0;10.29;
0415886;Consumibles /Consumibles HP;Botella de Tinta HP GT52 70ml Magenta (M0H55AL) (2548);HP;M0H55AL;US$;8.4;21;0;10.16;
0415884;Consumibles /Consumibles HP;Botella de Tinta HP GT53 90ml Negro (1VV22AL) (7583);HP;1VV22AL;US$;8.5;21;0;10.29;
0415806;Consumibles /Consumibles HP;CARTUCHO DE TINTA HP 662 NEGRO (0115);HP;CZ103AL;US$;11.34;10.5;0;12.53;
0415807;Consumibles /Consumibles HP;CARTUCHO DE TINTA HP 662 TRI-COLOR (0122);HP;CZ104AL;US$;10.91;10.5;0;12.06;
0415809;Consumibles /Consumibles HP;CARTUCHO DE TINTA HP 664 NEGRO (7148);HP;F6V29AL;US$;11.34;10.5;0;12.53;
0415808;Consumibles /Consumibles HP;CARTUCHO DE TINTA HP 664 TRI-COLOR (7124);HP;F6V28AL;US$;11.34;10.5;0;12.53;
0415811;Consumibles /Consumibles HP;CARTUCHO DE TINTA HP 667 NEGRO (2459);HP;3YM79AL;US$;11.01;10.5;0;12.17;
0415810;Consumibles /Consumibles HP;CARTUCHO DE TINTA HP 667 TRI-COLOR (2435);HP;3YM78AL;US$;11.01;10.5;0;12.17;
0416710;Consumibles /Consumibles HP;HP 103A Blk Laser Toner Crtg (3248);HP;W1103A;US$;11.31;21;0;13.69;
0416711;Consumibles /Consumibles HP;HP 103AD 2Pack Blk Toner Reload Kit (3286);HP;W1103AD;US$;20.61;21;0;24.94;
0416311;Consumibles /Consumibles HP;HP 105A Blk Laser Toner Crtg (2696);HP;W1105A;US$;51.77;21;0;62.64;Stock Bajo
0416125;Consumibles /Consumibles HP;HP 122 Tri-color Ink Cartridge (3553);HP;CH562HL;US$;16.91;10.5;0;18.69;
0416322;Consumibles /Consumibles HP;HP 128A LaserJet Pro CP1525/CM1415 Mgnt Crtg (4531);HP;CE323A;US$;77.54;21;0;93.82;Stock Bajo
0416321;Consumibles /Consumibles HP;HP 128A LaserJet Pro CP1525/CM1415 Ylw Crtg (4524);HP;CE322A;US$;77.54;21;0;93.82;Stock Bajo
0416356;Consumibles /Consumibles HP;HP 130A M153/M176/M177 Magenta LJ Toner Crtg (9311);HP;CF353A;US$;75.47;21;0;91.32;Stock Bajo
0416312;Consumibles /Consumibles HP;HP 150A Blk Laser Toner Crtg (0633);HP;W1500A;US$;50.87;21;0;61.55;
0416488;Consumibles /Consumibles HP;HP 151A Blk LaserJet Toner Cartridge (3406);HP;W1510A;US$;113.1;21;0;136.85;Stock Bajo
0416712;Consumibles /Consumibles HP;HP 17A Black LaserJet Toner Cartridge (7407);HP;CF217A;US$;72.5;21;0;87.73;
0416363;Consumibles /Consumibles HP;HP 19A Original LaserJet Imaging Drum (7421);HP;CF219A;US$;82.61;21;0;99.96;
0416349;Consumibles /Consumibles HP;HP 201A Black LaserJet Toner Cartridge (7946);HP;CF400A;US$;81.05;21;0;98.07;Stock Bajo
0416350;Consumibles /Consumibles HP;HP 201A Cyan LaserJet Toner Cartridge (7953);HP;CF401A;US$;95.53;21;0;115.59;Stock Bajo
0416352;Consumibles /Consumibles HP;HP 201A Magenta LaserJet Toner Cartridge (7977);HP;CF403A;US$;95.53;21;0;115.59;Stock Bajo
0416351;Consumibles /Consumibles HP;HP 201A Yellow LaserJet Toner Cartridge (7960);HP;CF402A;US$;95.53;21;0;115.59;Stock Bajo
0416358;Consumibles /Consumibles HP;HP 202A Black LaserJet Toner Cartridge (7002);HP;CF500A;US$;61.18;21;0;74.03;Stock Bajo
0416359;Consumibles /Consumibles HP;HP 202A Cyan LaserJet Toner Cartridge (7019);HP;CF501A;US$;72.35;21;0;87.54;Stock Bajo
0416361;Consumibles /Consumibles HP;HP 202A Magenta LaserJet Toner Cartridge (7033);HP;CF503A;US$;72.35;21;0;87.54;Stock Bajo
0416360;Consumibles /Consumibles HP;HP 202A Yellow LaserJet Toner Cartridge (7026);HP;CF502A;US$;72.35;21;0;87.54;Stock Bajo
0416327;Consumibles /Consumibles HP;HP 206A Black LaserJet Toner Cartridge (5053);HP;W2110A;US$;59.46;21;0;71.95;Stock Bajo
0416328;Consumibles /Consumibles HP;HP 206A Cyan LaserJet Toner Cartridge (5060);HP;W2111A;US$;69.56;21;0;84.17;Stock Bajo
0416330;Consumibles /Consumibles HP;HP 206A Magenta LaserJet Toner Cartridge (5084);HP;W2113A;US$;69.56;21;0;84.17;Stock Bajo
0416329;Consumibles /Consumibles HP;HP 206A Yellow LaserJet Toner Cartridge (5077);HP;W2112A;US$;69.56;21;0;84.17;Stock Bajo
0409480;Consumibles /Consumibles HP;HP 30A Negro LaserJet Toner Cartridge (7452);HP;CF230A;US$;70.97;21;0;85.87;
0416079;Consumibles /Consumibles HP;HP 46 Black Ink Cartridge (8657);HP;CZ637AL;US$;12.42;10.5;0;13.72;Stock Bajo
0416357;Consumibles /Consumibles HP;HP 48A Black LaserJet Toner Cartridge (7926);HP;CF248A;US$;55.45;21;0;67.09;
0416877;Consumibles /Consumibles HP;HP 58A Black LaserJet Toner Cartridge (6757);HP;CF258A;US$;111.98;21;0;135.5;
0416716;Consumibles /Consumibles HP;HP 711 BK LA Ink Cartridge (38 ml) (0667);HP;CZ129A;US$;38.3;10.5;0;42.32;
0416717;Consumibles /Consumibles HP;HP 711 CY LA Ink Cartridge (29 ml) (1133);HP;CZ130A;US$;31.16;10.5;0;34.43;
0416718;Consumibles /Consumibles HP;HP 711 MA LA Ink Cartridge (29 ml) (1140);HP;CZ131A;US$;31.16;10.5;0;34.43;
0416811;Consumibles /Consumibles HP;HP 711 Pack x3 Cyan Ink Cartridge 29ml (1171);HP;CZ134A;US$;80.27;10.5;0;88.7;Stock Bajo
0416812;Consumibles /Consumibles HP;HP 711 Pack x3 Magenta Ink Cartridge 29ml (1188);HP;CZ135A;US$;80.27;10.5;0;88.7;Stock Bajo
0416732;Consumibles /Consumibles HP;HP 711 Printhead Replacement Kit Singapore (5493);HP;C1Q10A;US$;268.04;10.5;0;296.18;Stock Bajo
0416719;Consumibles /Consumibles HP;HP 711 YE LA Ink Cartridge (29ml) (1157);HP;CZ132A;US$;31.16;10.5;0;34.43;
0416727;Consumibles /Consumibles HP;HP 712 29-ml Cyan Ink Cartridge (2814);HP;3ED67A;US$;25.15;10.5;0;27.79;
0416728;Consumibles /Consumibles HP;HP 712 29-ml Magenta Ink Cartridge (2821);HP;3ED68A;US$;25.15;10.5;0;27.79;
0416729;Consumibles /Consumibles HP;HP 712 29-ml Yellow Ink Cartridge (2838);HP;3ED69A;US$;25.15;10.5;0;27.79;
0416730;Consumibles /Consumibles HP;HP 712 38-ml Black Ink Cartridge (2845);HP;3ED70A;US$;29.92;10.5;0;33.06;
0416808;Consumibles /Consumibles HP;HP 712 Pack x3 Cyan Ink Cartridge 29ml (2869);HP;3ED77A;US$;58.09;10.5;0;64.19;Stock Bajo
0416809;Consumibles /Consumibles HP;HP 712 Pack x3 Magenta Ink Cartridge 29ml (2876);HP;3ED78A;US$;58.09;10.5;0;64.19;Stock Bajo
0416810;Consumibles /Consumibles HP;HP 712 Pack x3 Yellow Ink Cartridge 29ml (2883);HP;3ED79A;US$;58.09;10.5;0;64.19;Stock Bajo
0416713;Consumibles /Consumibles HP;HP 78A Blk Dual Pack LJ Toner Cartridge (0506);HP;CE278AD;US$;168.16;21;0;203.47;
0416309;Consumibles /Consumibles HP;HP 78A LaserJet P1566/P1606 Black Print Crtg (8702);HP;CE278A;US$;93.68;21;0;113.35;
0416715;Consumibles /Consumibles HP;HP 83A Blk Dual Pack LJ Toner Cartridge (5179);HP;CF283AD;US$;137.51;21;0;166.39;
0416313;Consumibles /Consumibles HP;HP 83A LaserJet Black Toner Cartridge (7692);HP;CF283A;US$;76.42;21;0;92.47;
0416714;Consumibles /Consumibles HP;HP 85A Blk Dual Pack LJ Toner Cartridge (0520);HP;CE285AD;US$;145.02;21;0;175.47;
0416310;Consumibles /Consumibles HP;HP 85A LaserJet P1102 Black Print Cartridge (8689);HP;CE285A;US$;81.8;21;0;98.98;
0416081;Consumibles /Consumibles HP;HP 954 Cyan Original Ink Cartridge (5091);HP;L0S50AL;US$;23.87;10.5;0;26.38;
0416082;Consumibles /Consumibles HP;HP 954 Magenta Original Ink Cartridge (5114);HP;L0S53AL;US$;23.88;10.5;0;26.39;
0416083;Consumibles /Consumibles HP;HP 954 Yellow Original Ink Cartridge (5138);HP;L0S56AL;US$;23.85;10.5;0;26.35;
0416724;Consumibles /Consumibles HP;HP 954XL Black Original Ink Cartridge (5237);HP;L0S71AL;US$;52.9;10.5;0;58.45;
0416721;Consumibles /Consumibles HP;HP 954XL Cyan Original Ink Cartridge (5176);HP;L0S62AL;US$;40.5;10.5;0;44.75;
0416722;Consumibles /Consumibles HP;HP 954XL Magenta Original Ink Cartridge (5190);HP;L0S65AL;US$;40.5;10.5;0;44.75;
0416723;Consumibles /Consumibles HP;HP 954XL Yellow Original Ink Cartridge (5213);HP;L0S68AL;US$;40.5;10.5;0;44.75;
0416119;Consumibles /Consumibles HP;HP 964 Black Original Ink Cartridge (8031);HP;3JA53AL;US$;33.09;10.5;0;36.56;
0416116;Consumibles /Consumibles HP;HP 964 Cyan Original Ink Cartridge (8000);HP;3JA50AL;US$;22.83;10.5;0;25.23;
0416117;Consumibles /Consumibles HP;HP 964 Magenta Original Ink Cartridge (8017);HP;3JA51AL;US$;22.84;10.5;0;25.24;
0416118;Consumibles /Consumibles HP;HP 964 Yellow Original Ink Cartridge (8024);HP;3JA52AL;US$;22.83;10.5;0;25.23;
0416076;Consumibles /Consumibles HP;HP 964XL Black Original Ink Cartridge (8079);HP;3JA57AL;US$;49.19;10.5;0;54.35;
0416073;Consumibles /Consumibles HP;HP 964XL Cyan Original Ink Cartridge (8048);HP;3JA54AL;US$;39.02;10.5;0;43.12;
0416074;Consumibles /Consumibles HP;HP 964XL Magenta Original Ink Cartridge (8055);HP;3JA55AL;US$;39.02;10.5;0;43.12;
0416075;Consumibles /Consumibles HP;HP 964XL Yellow Original Ink Cartridge (8062);HP;3JA56AL;US$;39.02;10.5;0;43.12;
0416820;Consumibles /Consumibles HP;HP Samsung CLT-K504S Black Toner Cartridge (4762);HP;SU162A;US$;117.65;21;0;142.36;Stock Bajo
0416821;Consumibles /Consumibles HP;HP Samsung CLT-M504S Toner Cartridge MAGENTA (4861);HP;SU296A;US$;122.43;21;0;148.14;Stock Bajo
0416819;Consumibles /Consumibles HP;HP Samsung CLT-Y406S Yellow Toner Cartridge (6070);HP;SU466A;US$;73.47;21;0;88.9;Stock Bajo
0416822;Consumibles /Consumibles HP;HP Samsung CLT-Y504S Yellow Toner Cartridge (5011);HP;SU506A;US$;122.43;21;0;148.14;Stock Bajo
0416817;Consumibles /Consumibles HP;HP Samsung MLT-D116L High Yield Black Toner Cartridge (2023);HP;SU832A;US$;86.27;21;0;104.39;Stock Bajo
0403254;Consumibles /Tintas;L200 - CART. CYAN T664220 (5301);Epson;T664220;US$;11.3;21;0;13.67;
0403256;Consumibles /Tintas;L200 - CART. YELLOW T664420 (5235);Epson;T664420;US$;11.3;21;0;13.67;
0403449;Consumibles /Tintas;L200 - CART.MAGENTA T664320 (5318);Epson;T664320;US$;11.3;21;0;13.67;
0411343;Consumibles /Tintas;L3110 - TINTA. AMARILLO T544420 (2004);Epson;T544420;US$;11.26;21;0;13.62;
0411345;Consumibles /Tintas;L3110 - TINTA. CYAN T544220 (1984);Epson;T544220;US$;11.26;21;0;13.62;
0411346;Consumibles /Tintas;L3110 - TINTA. MAGENTA T544320;Epson;T544320;US$;11.26;21;0;13.62;
0411017;Consumibles /Tintas;L4150/4160 - TINTA. AMARILLO T504420;Epson;T504420;US$;11.26;21;0;13.62;
0411015;Consumibles /Tintas;L4150/4160 - TINTA. CYAN T504220;Epson;T504220;US$;11.26;21;0;13.62;
0411016;Consumibles /Tintas;L4150/4160 - TINTA. MAGENTA T504320;Epson;T504320;US$;11.26;21;0;13.62;
0403452;Consumibles /Tintas;L800 - CART.CYAN (8272);Epson;T673220;US$;12.84;21;0;15.54;Stock Bajo
0403453;Consumibles /Tintas;L800 - CART.LIGHT CYAN (8302);Epson;T673520;US$;12.84;21;0;15.54;Stock Bajo
0403454;Consumibles /Tintas;L800 - CART.MAGENTA (8289);Epson;T673320;US$;12.84;21;0;15.54;Stock Bajo
0403456;Consumibles /Tintas;L800 - CART.YELLOW (8296);Epson;T673420;US$;12.84;21;0;15.54;Stock Bajo
0413834;Consumibles /Tintas;L8180/ L8160   - TINTA. AMARILLO T555420;Epson;T555420;US$;23.08;21;0;27.93;Stock Bajo
0413833;Consumibles /Tintas;L8180/ L8160   - TINTA. MAGENTA T555320;Epson;T555320;US$;23.08;21;0;27.93;Stock Bajo
0413832;Consumibles /Tintas;L8180/ L8160 - TINTA. CYAN T555220;Epson;T555220;US$;23.08;21;0;27.93;Stock Bajo
0413837;Consumibles /Tintas;L8180/ L8160 - TINTA. NEGRO T554120;Epson;T554120;US$;23.18;21;0;28.05;
0413831;Consumibles /Tintas;L8180/ L8160 - TINTA. NEGRO T555120;Epson;T555120;US$;23.18;21;0;28.05;Stock Bajo
0417015;DESTACADOS;HELADERA LG Gs66spp DOBLE PUERTA 591 Lts SMART INVERTER;LG;GS66SPP.APZPARG;US$;1618.51;21;0;1958.4;Stock Bajo
0417014;DESTACADOS;HELADERA LG Gs66sxsc DOBLE PUERTA 570 Lts INSTAVIEW SMART INVERTER;LG;GS66SXSC.ASTPARG;US$;2229.57;21;0;2697.78;Stock Bajo
0417189;DESTACADOS;Memoria SODIMM DDR5 Kingston 16Gb 5600 MHz FURY IMPACT (1677);Kingston;KF556S40IB-16;US$;41.7;10.5;0;46.08;Stock Bajo
0417033;DESTACADOS;Mouse HyperX Pulsefire Core RGB Black (3127);HyperX Perifericos;4P4F8AA;US$;26.67;10.5;0;29.47;
0417137;DESTACADOS;Mouse Logitech Bluetooth M196 White 910-007457;Logitech;910-007457;US$;8.05;10.5;0;8.9;
0417096;DESTACADOS;Mouse Raptor Storm Grip 4 botones 3600dpi 7 colores (2160);Raptor;RAP-MOU-LED-4BOT;US$;3.39;10.5;0;3.75;
0416839;DESTACADOS;"Tablet Kelyx 10.1"" IPS HD 2Gb + 32Gb WIFI+BT GLASS Android 13";Kelyx;KLBMR-TABLET-AC1001;US$;57.9;10.5;0;63.98;
0417223;Discos Rígidos / SSD /Carry Disk;Adaptador Carry Disk HIKSEMI Aluminio M.2 NVMe USB 3.2 Type C;Hiksemi;HS-HUB-MDC1(STD)/NVME/NEWSEMI/WW;US$;12.59;21;0;15.23;
0416182;Discos Rígidos / SSD /Carry Disk;Adaptador Carry Disk HIKSEMI Aluminio M.2 Sata / M.2 NVMe USB 3.2 Type C (5471);Hiksemi;HS-HUB-MD202(STD)/NVME/SATA/HOOK/SEMI/WW;US$;17.78;21;0;21.51;
0416183;Discos Rígidos / SSD /Carry Disk;Adaptador Carry Disk HIKSEMI HD / SSD USB 3.2 Type C (9349);Hiksemi;HS-HUB-MHC201(STD)/SEMI/2.5/SATA/C;US$;6.67;21;0;8.07;
0415751;Discos Rígidos / SSD /Disco Rígido Externo;Disco SSD EXTERNO KINGSTON 2000G XS1000 (8508);Kingston;SXS1000/2000G;US$;161.68;21;0;195.63;Stock Bajo
0416550;Discos Rígidos / SSD /Disco Rígido Externo;Disco SSD EXTERNO KINGSTON 2000G XS1000 RED (1782);Kingston;SXS1000R/2000G;US$;170.18;21;0;205.92;Stock Bajo
0416024;Discos Rígidos / SSD /Disco Rígido Externo;HD Seagate Externo 1Tb USB 3.0 Expansion Black (7292);Seagate;STGX1000400;US$;58.91;21;0;71.28;
0416115;Discos Rígidos / SSD /Disco Rígido Externo;HD Seagate Externo 2Tb USB 3.0 Expansion Black (7308);Seagate;STGX2000400;US$;79.39;21;0;96.06;
0415941;Discos Rígidos / SSD /Disco Rígido Externo;HD Seagate Externo 4Tb USB 3.0 Expansion Black (7315);Seagate;STGX4000400;US$;126.37;21;0;152.91;
0417338;Discos Rígidos / SSD /Disco Rígido Externo;HD Seagate Externo 5Tb USB 3.0 Expansion Black (8168);Seagate;STGX5000400;US$;150.86;21;0;182.54;
0410747;Discos Rígidos / SSD /Disco Rígido Externo;HD Western Digital Externo 1Tb Element USB 3.0 (5448);Western Digital;WDBUZG0010BBK-WESN;US$;58.98;21;0;71.37;
0416025;Discos Rígidos / SSD /Disco Rígido Externo;HD Western Digital Externo 2Tb Element USB 3.0 (5363);Western Digital;WDBU6Y0020BBK-WESN;US$;74.62;21;0;90.29;
0416022;Discos Rígidos / SSD /Disco Rígido NAS;HD Seagate Interno 2Tb SATA III Ironwolf 256Mb 5400 RPM;Seagate;ST2000VN003;US$;90.45;10.5;0;99.95;Stock Bajo
0416027;Discos Rígidos / SSD /Disco Rígido NAS;HD Western Digital Interno 6Tb SATA III Red Plus 256Mb 5640 RPM;Western Digital;WD60EFPX;US$;149.21;10.5;0;164.88;Stock Bajo
0417085;Discos Rígidos / SSD /Disco Rígido SATA;Disco SSD HIKSEMI 1Tb V300X SATA DVR/NVR c/soporte (0340);Hiksemi;HS-SSD-V300x(STD)/1000G/1102B/ZHUSE/PK/W;US$;50.33;10.5;0;55.61;
0416707;Discos Rígidos / SSD /Disco Rígido SATA;HD Seagate Interno 10Tb SATA III SkyHawk Surveillance;Seagate;ST10000VE001;US$;239.65;10.5;0;264.81;Stock Bajo
0417345;Discos Rígidos / SSD /Disco Rígido SATA;HD Seagate Interno 12Tb SATA III SkyHawk Surveillance;Seagate;ST12000VE001;US$;265.76;10.5;0;293.66;Stock Bajo
0415926;Discos Rígidos / SSD /Disco Rígido SATA;HD Seagate Interno 2Tb SATA III SkyHawk Surveillance 256MB 5400 RPM;Seagate;ST2000VX017;US$;56.08;10.5;0;61.97;
0416370;Discos Rígidos / SSD /Disco Rígido SATA;HD Seagate Interno 4Tb SATA III SkyHawk Surveillance 256Mb 5400 RPM;Seagate;ST4000VX016;US$;84.75;10.5;0;93.65;
0415982;Discos Rígidos / SSD /Disco Rígido SATA;HD Seagate Interno 6Tb SATA III SkyHawk Surveillance 256Mb 5400 RPM;Seagate;ST6000VX009;US$;130.91;10.5;0;144.66;
0414504;Discos Rígidos / SSD /Disco Rígido SATA;HD Seagate Interno 8Tb SATA III SkyHawk Surveillance 256Mb 7200 RPM;Seagate;ST8000VE001;US$;187.05;10.5;0;206.69;
0416635;Discos Rígidos / SSD /Disco Rígido SATA;HD Western Digital Interno 1Tb SATA III Purple Surveillance;Western Digital;WD11PURZ;US$;49.01;10.5;0;54.16;
0415927;Discos Rígidos / SSD /Disco Rígido SATA;HD Western Digital Interno 2Tb SATA III Blue 256Mb 7200 RPM;Western Digital;WD20EZBX;US$;58.36;10.5;0;64.49;
0415924;Discos Rígidos / SSD /Disco Rígido SATA;HD Western Digital Interno 2Tb SATA III Purple Surveillance 256MB;Western Digital;WD23PURZ;US$;57.79;10.5;0;63.86;
0417346;Discos Rígidos / SSD /Disco Rígido SATA;HD Western Digital Interno 2Tb SATA III Red Plus 256Mb 5640 RPM;Western Digital;WD20EFPX;US$;88.68;10.5;0;97.99;Stock Bajo
0415981;Discos Rígidos / SSD /Disco Rígido SATA;HD Western Digital Interno 4Tb SATA III Blue 256Mb 5400 RPM;Western Digital;WD40EZAX;US$;85.83;10.5;0;94.84;
0415925;Discos Rígidos / SSD /Disco Rígido SATA;HD Western Digital Interno 4Tb SATA III Purple Surveillance 256Mb 5400 RPM;Western Digital;WD43PURZ;US$;87.65;10.5;0;96.85;
0415979;Discos Rígidos / SSD /Disco Rígido SATA;HD Western Digital Interno 6Tb SATA III Purple Surveillance 256Mb 5400 RPM;Western Digital;WD64PURZ;US$;137.93;10.5;0;152.41;
0415980;Discos Rígidos / SSD /Disco Rígido SATA;HD Western Digital Interno 8Tb SATA III Purple Surveillance 256Mb 5640 RPM;Western Digital;WD85PURZ;US$;206.87;10.5;0;228.59;
0411572;Discos Rígidos / SSD /Disco Rígido SATA;HD Seagate Interno 2Tb SATA III Barracuda 256Mb 7200 RPM;Seagate;ST2000DM008;US$;58.76;10.5;0;64.93;
0404710;Discos Rígidos / SSD /Disco Rígido SATA;HD Seagate Interno 4Tb SATA III Barracuda 256Mb 5400 RPM;Seagate;ST4000DM004;US$;83.66;10.5;0;92.44;Stock Bajo
0404199;Discos Rígidos / SSD /Disco Rígido SATA;HD Western Digital Interno 1Tb SATA III Blue 256Mb 7200 RPM;Western Digital;WD10EZEX;US$;42.63;10.5;0;47.11;Stock Bajo
0416043;Discos Rígidos / SSD /Disco SSD;Disco SSD HIKSEMI 120Gb Wave SATA (5549);Hiksemi;HS-SSD-WAVE(S)(STD)/120G/SATA/WW;US$;8.35;10.5;0;9.23;
0415400;Discos Rígidos / SSD /Disco SSD;"Disco SSD MSI 240GB SPATIUM S270 SATA 2.5"" (1151)";MSI;SPATIUM S270 240GB;US$;16.52;10.5;0;18.25;Stock Bajo
0410957;Discos Rígidos / SSD /Disco SSD;Disco SSD KINGSTON A400 240 GB SATA Interno 7 mm (1219);Kingston;SA400S37/240G;US$;24.44;10.5;0;27.01;Stock Bajo
0410959;Discos Rígidos / SSD /Disco SSD;Disco SSD KINGSTON A400 960 GB SATA Interno 7 mm (7357);Kingston;SA400S37/960G;US$;56.61;10.5;0;62.55;Stock Bajo
0412288;Discos Rígidos / SSD /Disco SSD;Disco SSD KINGSTON KC600 1024 GB SATA Interno 7 mm (0116);Kingston;SKC600/1024G;US$;93.27;10.5;0;103.06;
0415546;Discos Rígidos / SSD /Disco SSD M2;Disco SSD M.2 Corsair 1TB MP600 PRO LPX PCIe Gen4 x 4 NVMe p/PS5 White (2119);Corsair;CSSD-F1000GBMP600PLPW;US$;96.08;10.5;0;106.17;Stock Bajo
0414724;Discos Rígidos / SSD /Disco SSD M2;Disco SSD M.2 Corsair 2TB MP600 PRO LPX PCIe Gen4 x 4 NVMe p/PS5 Black (7798);Corsair;CSSD-F2000GBMP600PLP;US$;166.29;10.5;0;183.75;Stock Bajo
0415547;Discos Rígidos / SSD /Disco SSD M2;Disco SSD M.2 Corsair 2TB MP600 PRO LPX PCIe Gen4 x 4 NVMe p/PS5 White (2133);Corsair;CSSD-F2000GBMP600PLPW;US$;168.62;10.5;0;186.33;Stock Bajo
0417253;Discos Rígidos / SSD /Disco SSD M2;Disco SSD M.2 Corsair 2TB MP600 PRO XT PCIe Gen 4 x4 NVMe Black (5092);Corsair;CSSD-F2000GBMP600PXT;US$;167.45;10.5;0;185.03;Stock Bajo
0416044;Discos Rígidos / SSD /Disco SSD M2;Disco SSD M.2 HIKSEMI 128Gb Wave (5648);Hiksemi;HS-SSD-WAVE(N)(STD)/128G/M.2/WW;US$;8.46;10.5;0;9.35;
0417171;Discos Rígidos / SSD /Disco SSD M2;Disco SSD M.2 HIKSEMI 128Gb Wave PCIE 3.0 (5693);Hiksemi;HS-SSD-WAVE(P)(STD)/128G/PCIE3/WW;US$;10.3;10.5;0;11.38;
0416538;Discos Rígidos / SSD /Disco SSD M2;Disco SSD M.2 HIKSEMI 2048Gb Future Lite PCIE 4.0 7000 MB/s (8236);Hiksemi;HS-SSD-FUTURE Lite(STD)/2048G/PCIE4/WW;US$;96.84;10.5;0;107.01;
0416893;Discos Rígidos / SSD /Disco SSD M2;Disco SSD M.2 HIKSEMI 2048Gb Future X Lite PCIE 4.0 7100 MB/s c/disipador (6106);Hiksemi;HS-SSD-FUTUREX LITE(DZ)/2048G/PCIE4/AR/W;US$;98.88;10.5;0;109.26;
0416892;Discos Rígidos / SSD /Disco SSD M2;Disco SSD M.2 HIKSEMI 512Gb Future X Lite PCIE 4.0 7000 MB/s c/disipador (6083);Hiksemi;HS-SSD-FUTUREX LITE(DZ)/512G/PCIE4/AR/W;US$;34.87;10.5;0;38.53;Stock Bajo
0416577;Discos Rígidos / SSD /Disco SSD M2;Disco SSD M.2 HIKSEMI 512Gb Wave PCIE 3.0 (5716);Hiksemi;HS-SSD-WAVE(P)(STD)/512G/PCIE3/WW;US$;26.98;10.5;0;29.81;
0414697;Discos Rígidos / SSD /Disco SSD M2;Disco SSD M.2 KINGSTON FURY RENEGADE 1000 GB NVMe GEN4  PCIe (4556);Kingston;SFYRS/1000G;US$;107.67;10.5;0;118.98;Stock Bajo
0414698;Discos Rígidos / SSD /Disco SSD M2;Disco SSD M.2 KINGSTON FURY RENEGADE 2000 GB NVMe GEN4  PCIe (4464);Kingston;SFYRD/2000G;US$;174.92;10.5;0;193.29;Stock Bajo
0416020;Discos Rígidos / SSD /Disco SSD M2;Disco SSD M.2 MSI SPATIUM M450 500GB PCIe 4.0 NVMe (2477);MSI;SPATIUM M450 PCIe 4.0 NVMe M.2 500GB;US$;30.32;10.5;0;33.5;
0417388;Electrodomésticos;HELADERA LG DOOR COOLING 360 lts PRIME SILVER (6024);LG;VT34BPY.APYPARG;US$;560.37;21;0;678.05;
0417392;Electrodomésticos;LAVARROPAS LG WM65G CARGA FRONTAL CAP. 6.5 KG (7556);LG;WM65GWVFS6.AGWPEAR;US$;340.31;21;0;411.78;
0404174;Energía /Estabilizadores;Estabilizador Surelectric 6 Bocas 220v-1000va (0017);Surelectric;ER-1000;US$;17.64;10.5;0;19.49;
0416744;Energía /UPS;DS-UPS600  UPS 600VA/360W.220V Backup;Hikvision UPS;DS-UPS600(O-STD)/ARG/TUV;US$;34.55;10.5;0;38.18;
0416970;Fans. Coolers;Fan Cooler Corsair RS120 MAX 120mm PWM 30mm Fan Black (9944);Corsair;CO-9050170-WW;US$;27.35;21;0;33.09;Stock Bajo
0416971;Fans. Coolers;Fan Cooler Corsair RS120 MAX 120mm PWM 30mm Fan Black Pack x3 (9951);Corsair;CO-9050171-WW;US$;72.86;21;0;88.16;Stock Bajo
0417246;Fans. Coolers;Fan Cooler Raptor Frost Slim Ring120mm  PWM+ARGB Black;Raptor;RAP-FANCOOLER-SLIM-120MM;US$;4.91;21;0;5.94;
0416785;Fans. Coolers;FAN Cooler TT CT140 EX ARGB (3 Fan Pack) Matcha Green (4663);THERMALTAKE;CL-F197-PL14MG-A;US$;56.57;21;0;68.45;Stock Bajo
0416018;Fans. Coolers;Water Cooling MSI MAG CORELIQUID E240 2x CPU Cooler 240mm White (4140);MSI;MAG CORELIQUID E240 WHITE;US$;114.43;10.5;0;126.45;Stock Bajo
0417340;Fans. Coolers;Water Cooling MSI MAG CORELIQUID I240 WHITE 2x CPU Cooler 240mm White;MSI;MAG CORELIQUID I240 WHITE;US$;125.18;10.5;0;138.32;Stock Bajo
0416298;Fans. Coolers;Water Cooling Thermaltake TH120 V2 ARGB Sync AIO 120mm Black (7889);THERMALTAKE;CL-W360-PL12SW-A;US$;64.09;10.5;0;70.82;Stock Bajo
0416302;Fans. Coolers;Water Cooling Thermaltake TH120 V2 ARGB Sync AIO 120mm Snow White (9227);THERMALTAKE;CL-W363-PL12SW-A;US$;64.09;10.5;0;70.82;Stock Bajo
0416299;Fans. Coolers;Water Cooling Thermaltake TH240 V2 ARGB Sync AIO 240mm Black (7896);THERMALTAKE;CL-W361-PL12SW-A;US$;84.94;10.5;0;93.86;Stock Bajo
